"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"CPNE8",20.2157434104163,0.140015192894715,0.604903260560357,0.231467082463749,0.816951955490518,NA
"CPNE8-AS1",3.96966311693401,1.95002356839751,1.62470125905031,1.20023515556168,0.23004802546714,NA
"CPOX",14.7725047652582,-0.0654459341854477,0.28841922515096,-0.226912523432489,0.820491763750172,NA
"CPPED1",16.7274678296355,-0.344010975215129,0.344489073374995,-0.998612152904641,0.317982610661681,NA
"CPQ",9.08201908042497,-1.1900624156508,0.605327655400138,-1.96598058098657,0.0493008538088935,NA
"CPS1",117.4175067264,0.836788780833731,0.553499497521893,1.51181488796317,0.130580960884615,NA
"CPSF1",106.99459446268,0.0460583051253668,0.12455085810391,0.369795165015575,0.711535118039892,NA
"CPSF2",176.415895233135,-0.00845145856811721,0.100668975136765,-0.0839529612438723,0.93309383116315,0.979175986847652
"CPSF3",117.724914546916,-0.114054549709506,0.135579243642726,-0.841239017456529,0.400214046336192,NA
"CPSF4",128.354340745547,0.099651021056764,0.101865409761278,0.978261622765735,0.327944945567429,0.722674405505597
"CPSF6",186.807176139368,-0.279685843640275,0.118718404927426,-2.35587602285635,0.0184790839037886,0.238189956495158
"CPSF7",60.0017605810251,0.0207563667241356,0.143902876241089,0.144238720353034,0.885311966198372,NA
"CPT1A",157.291513495777,-0.127570210074347,0.158188234577287,-0.80644562735808,0.41998594724775,0.776619583887453
"CPT1B",0.778078200152004,0.861674374305545,2.03520699286516,0.423384145851662,0.672015010184514,NA
"CPT1C",36.5420897262763,0.303207312408141,0.227840468551939,1.33078778469516,0.183258848403867,NA
"CPT2",50.3475286943138,0.159961100439612,0.188618329977604,0.848067631913638,0.396400306611321,NA
"CPTP",38.9829604318296,-0.131409686218835,0.175232986657945,-0.749914092803464,0.453306446165652,NA
"CPVL",78.5188012663098,0.366865762270642,0.20837806956637,1.76057760317139,0.0783099221522883,NA
"CRABP1",156.827284145158,-0.558738345654817,0.221794426117424,-2.51917216963336,0.0117631122675751,0.192090210952473
"CRABP2",322.909190015108,0.262911685044504,0.249324969233322,1.05449400376128,0.291656804465151,0.695611398948857
"CRACD",58.512941065713,0.421448578054788,0.274101780090229,1.53756235335668,0.12415565825357,NA
"CRACR2A",13.448018211881,1.07969814672544,0.923517166370178,1.16911540580141,0.242357137741957,NA
"CRACR2B",60.0702438474477,0.0471754819596916,0.250077559229443,0.188643403690647,0.850372312286718,NA
"CRADD",18.0981331932626,0.322866832713612,0.286804874482923,1.12573690839706,0.260276896345522,NA
"CRAMP1",29.628551299063,-0.0590082388355158,0.197595620481274,-0.298631309194973,0.765221373655516,NA
"CRAT",34.3937039383667,0.133424939865692,0.262718152281456,0.507863422100924,0.611549128249404,NA
"CRB1",19.4974994896002,0.677440699309129,0.742717728603847,0.91211058147565,0.361710508628241,NA
"CRB2",2.42656425257212,2.31459160108875,1.15327522756461,2.00697244314916,0.0447525972652146,NA
"CRB3",9.40510909549661,0.517983177736566,0.605528928980268,0.855422677507526,0.392317193653572,NA
"CRBN",112.93817028332,0.149556136024845,0.148260677868816,1.00873770560509,0.313100443576162,NA
"CRCP",160.515357866511,-0.105195818205611,0.123142463814112,-0.854261113082877,0.392960328435637,0.762882695438462
"CREB1",84.5044452409072,-0.115405587072725,0.146320072615815,-0.788720132580438,0.430275598370774,NA
"CREB3",85.9948062544937,0.146883001457473,0.205107557113436,0.716126716755924,0.473913108242678,NA
"CREB3L1",14.6263965152996,0.70335756593841,0.39107458108436,1.79852539632763,0.072093787814174,NA
"CREB3L2",54.175554816799,0.523632472909187,0.211141687613113,2.48000515117919,0.0131380484687572,NA
"CREB3L4",44.9662829723594,-0.03378724477014,0.181107317346773,-0.186559247108974,0.852006221771967,NA
"CREB5",19.0372555990898,0.285550164401473,0.334547640744856,0.853541109319162,0.393359300550557,NA
"CREBBP",157.961289857201,-0.085009706905404,0.142865725525901,-0.59503219958794,0.551821947595234,0.848639979804977
"CREBL2",47.8008756112493,0.132288513993036,0.161524073144785,0.819001845467683,0.412785360674757,NA
"CREBRF",31.3701266856484,1.12992068171243,0.446231166805388,2.53214200568203,0.0113368068116181,NA
"CREBZF",58.1721009735408,-0.189817742769235,0.160401032450438,-1.18339476915703,0.236652729431981,NA
"CREG1",50.8680464709237,0.451515649871385,0.18363356205703,2.45878609995683,0.0139407649712608,NA
"CREG2",9.90602880272537,-0.294410834102154,0.887473572317003,-0.331740395754558,0.740085294958391,NA
"CRELD1",1.96176232458858,0.606380199593984,1.25035176293077,0.484967684751894,0.627699268568992,NA
"CRELD2",142.944085387802,0.103970970895705,0.146282527713468,0.710754541371877,0.477236354911102,0.806356944731723
"CREM",108.953996320608,-0.0684032311483796,0.177658915618952,-0.385025603190626,0.700218446490177,NA
"CRIM1",89.9069008311583,0.205192984214336,0.266907683796675,0.768778857526815,0.442024602071892,NA
"CRIM1-DT",13.3743935273292,0.252951544311804,0.363949528833691,0.695018194205143,0.487043899511898,NA
"CRIP1",1.86999207429196,0.00655371423559039,1.09598666788104,0.00597973901294,0.995228886997631,NA
"CRIP1P4",0.661179159786616,-2.34607659606262,3.54692700128851,-0.661439210677398,0.508330686942902,NA
"CRIP2",1180.77022255349,-0.18883261658808,0.146863194170392,-1.28577222941913,0.198522564777695,0.609588406336152
"CRIP3",4.24075126178409,-0.22154614679395,0.808152741531509,-0.274138953453408,0.783977839524792,NA
"CRIPT",238.932865712484,-0.163304969990916,0.110243207458224,-1.48131548197923,0.138522524815691,0.540824022275961
"CRISP3",4.39919570920164,-0.0233578748788793,3.6400185796384,-0.00641696583900393,0.99488003716772,NA
"CRISPLD1",20.3563139457471,0.433596573112807,0.322016023456723,1.34650620319544,0.178139321205963,NA
"CRISPLD2",4.73485256561319,0.429131711011116,0.632310855427557,0.678672060312716,0.497345672983351,NA
"CRK",130.269433404388,0.0168500737808417,0.140673001950491,0.119781859683154,0.904655952344983,0.976831646613044
"CRKL",56.3074142114216,-0.0872564244330636,0.175971452182876,-0.49585556833607,0.619996316142844,NA
"CRLF1",256.763962239746,0.294827291844287,0.254108298400559,1.16024267487535,0.245950016686505,0.650302231148482
